https://tabelog.com/tokyo/A1311/A131102/13254979/,アイムミカン,レビュー数なし,アイス,東京都 台東区 西浅草 3-15-12,
https://tabelog.com/tokyo/A1311/A131102/13203924/,アウルの森 浅草新仲見世通り店,3.05,その他,東京都 台東区 浅草 1-22-3 大東ビル 2F,
https:://tabelog.com/tokyo/A1311/A131102/13077383/,あ うん,レビュー数なし,居酒屋,東京都 台東区 千束 1-2-1c
https://tabelog.com/tokyo/A1311/A131102/13239043/,阿吽ノ和牛,3.09,焼肉,東京都 台東区 雷門 2-1-13 4F,
https://tabelog.com/tokyo/A1311/A131102/13151476/,青山,3.21,ラーメン、つけ麺、中華料理,東京都 台東区 浅草 2-17-4,
https://tabelog.com/tokyo/A1311/A131102/13230256/,赤かぶ,レビュー数なし,居酒屋,東京都 台東区 浅草 2-7,
https://tabelog.com/tokyo/A1311/A131102/13077962/,赤垣,3.55,その他,東京都 台東区 浅草 1-23-3,
https://tabelog.com/tokyo/A1311/A131102/13016810/,あかし,3.55,天ぷら、天丼・天重,東京都 台東区 雷門 1-16-1,
https://tabelog.com/tokyo/A1311/A131102/13246970/,暁,レビュー数なし,鉄板焼き,東京都 台東区 西浅草 1-7-3,
https://tabelog.com/tokyo/A1311/A131102/13054036/,赤とんぼ,3.29,居酒屋、もつ焼き、焼きとん,東京都 台東区 浅草 2-3-16,
https://tabelog.com/tokyo/A1311/A131102/13054450/,茜,3.25,甘味処,東京都 台東区 浅草 1-34-9,
https://tabelog.com/tokyo/A1311/A131102/13072540/,明るい農村,3.42,おにぎり、サンドイッチ、弁当,東京都 台東区 浅草 1-35-8,
https://tabelog.com/tokyo/A1311/A131102/13172895/,あき山,3.44,とんかつ、天ぷら・揚げ物（その他）、魚介料理・海鮮料理,東京都 台東区 浅草 2-12-6 マルキンビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13196304/,Acquario,3.30,イタリアン,東京都 台東区 西浅草 2-16-9 杉山ビル1F,
https://tabelog.com/tokyo/A1311/A131102/13201108/,アクセス 浅草③売店,3.05,その他,東京都 台東区 花川戸 1-4-1 5番ホーム,
https://tabelog.com/tokyo/A1311/A131102/13239680/,アゴーラ・プレイス浅草,3.01,その他,東京都 台東区 寿 2-2-9,
https://tabelog.com/tokyo/A1311/A131102/13245561/,浅草 天彩,3.09,天ぷら、天丼・天重、魚介料理・海鮮料理,東京都 台東区 浅草 1-20-7,
https://tabelog.com/tokyo/A1311/A131102/13178274/,浅草 飴屋,3.07,和菓子,東京都 台東区 浅草 2-29-3,
https://tabelog.com/tokyo/A1311/A131102/13128949/,浅草安心や,3.45,レストラン（その他）、アジア・エスニック料理（その他）、かき氷,東京都 台東区 浅草 2-3-3,
https://tabelog.com/tokyo/A1311/A131102/13229592/,浅草居酒屋 赤垣,レビュー数なし,居酒屋,東京都 台東区 浅草 1-23-3,
https://tabelog.com/tokyo/A1311/A131102/13244542/,浅草居酒屋 じゃんじゃん,レビュー数なし,居酒屋、バー・お酒（その他）,東京都 台東区 浅草 2-4-8,
https://tabelog.com/tokyo/A1311/A131102/13064098/,浅草 居酒屋どん,3.33,居酒屋、バー・お酒（その他）、和食（その他）,東京都 台東区 浅草 2-3-17,
https://tabelog.com/tokyo/A1311/A131102/13038972/,浅草イタリアンバル Matsu151,3.08,ダイニングバー、イタリアン,東京都 台東区 花川戸 1-15-1 フェスタ花川戸　１Ｆ,
https://tabelog.com/tokyo/A1311/A131102/13234176/,浅草苺座,3.34,スイーツ（その他）、甘味処、バー・お酒（その他）,東京都 台東区 浅草 2-1-3,
https://tabelog.com/tokyo/A1311/A131102/13253103/,浅草苺座 2号店,3.06,スイーツ（その他）、甘味処,東京都 台東区 浅草 1-39-10,
https://tabelog.com/tokyo/A1311/A131102/13131182/,浅草いちずみ,3.08,おでん、串揚げ・串かつ,東京都 台東区 西浅草 3-3-1,
https://tabelog.com/tokyo/A1311/A131102/13033990/,浅草 いづ美,3.51,その他,東京都 台東区 浅草 1-8-6,
https://tabelog.com/tokyo/A1311/A131102/13003649/,浅草今半 国際通り本店,3.55,すき焼き、しゃぶしゃぶ、懐石・会席料理,東京都 台東区 西浅草 3-1-12,
https://tabelog.com/tokyo/A1311/A131102/13168010/,浅草今半 弁当工房,3.03,弁当,東京都 台東区 西浅草 3-15-14,
https://tabelog.com/tokyo/A1311/A131102/13012244/,浅草 魚清,3.12,ふぐ、しゃぶしゃぶ、懐石・会席料理,東京都 台東区 浅草 4-35-2 魚清ビル,
https://tabelog.com/tokyo/A1311/A131102/13047052/,浅草 うなぎ さんしょ,3.56,うなぎ、どじょう,東京都 台東区 西浅草 2-25-7,
https://tabelog.com/tokyo/A1311/A131102/13253090/,浅草うなな,レビュー数なし,うなぎ,東京都 台東区 浅草 2-7-21,
https://tabelog.com/tokyo/A1311/A131102/13025892/,あさくさ梅源,3.43,和菓子,東京都 台東区 西浅草 3-10-5 1Ｆ,
https://tabelog.com/tokyo/A1311/A131102/13068252/,浅草江戸清,3.08,その他,東京都 台東区 松が谷 1-1-2,
https://tabelog.com/tokyo/A1311/A131102/13126839/,浅草恵比寿餃子 浅草店,3.29,餃子、中華麺（その他）、居酒屋,東京都 台東区 浅草 2-7-13 ウインズ浅草前,
https://tabelog.com/tokyo/A1311/A131102/13118015/,浅草 MJ,3.21,もんじゃ焼き,東京都 台東区 西浅草 2-27-11 富士楼ビル １Ｆ,
https://tabelog.com/tokyo/A1311/A131102/13228209/,浅草演芸ホール売店,3.00,弁当、パン,東京都 台東区 浅草 1-43-12,
https://tabelog.com/tokyo/A1311/A131102/13128880/,浅草おいもやさん興伸 浅草伝法院東通店,3.15,その他,東京都 台東区 浅草 1-36-6,
https://tabelog.com/tokyo/A1311/A131102/13141754/,浅草大江戸城,レビュー数なし,居酒屋,東京都 台東区 浅草 2-35-5 1F,
https://tabelog.com/tokyo/A1311/A131102/13003741/,浅草おでん大多福,3.75,おでん,東京都 台東区 千束 1-6-2 NS言問ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13169761/,浅草おと,3.23,居酒屋、和食（その他）、日本酒バー,東京都 台東区 浅草 2-12-6,
https://tabelog.com/tokyo/A1311/A131102/13166985/,浅草お祭りぐるめ,3.08,その他,東京都 台東区 浅草 2-7-13,
https://tabelog.com/tokyo/A1311/A131102/13198519/,浅草 海月,3.30,割烹・小料理、魚介料理・海鮮料理、居酒屋,東京都 台東区 浅草 2-20-6 1階,
https://tabelog.com/tokyo/A1311/A131102/13175333/,浅草華園,3.12,中華料理、飲茶・点心、アジア・エスニック料理（その他）,東京都 台東区 花川戸 2-21-3 Sタワー花川戸 1F,
https://tabelog.com/tokyo/A1311/A131102/13213497/,浅草花月堂 新仲店,3.24,パン,東京都 台東区 浅草 1-32-4,
https://tabelog.com/tokyo/A1311/A131102/13192369/,浅草花月堂 馬道店,3.22,カフェ、パン,東京都 台東区 花川戸 1-15-3 1F,
https://tabelog.com/tokyo/A1311/A131102/13183985/,浅草 花月堂,3.49,その他,東京都 台東区 浅草 2-7-13,
https://tabelog.com/tokyo/A1311/A131102/13229960/,浅草角萬,3.49,その他,東京都 台東区 浅草 4-45-4,
https://tabelog.com/tokyo/A1311/A131102/13131415/,アサクサカフェ,3.23,喫茶店,東京都 台東区 浅草 1-29-4 ニュー澤田ビル 2F,
https://tabelog.com/tokyo/A1311/A131102/13057224/,浅草きびだんご　あづま,3.56,和菓子,東京都 台東区 浅草 1-18-1,
https://tabelog.com/tokyo/A1311/A131102/13118020/,浅草 金ちゃん,3.23,韓国料理,東京都 台東区 浅草 2-5-3,
https://tabelog.com/tokyo/A1311/A131102/13172454/,浅草 牛かつ,3.57,その他,東京都 台東区 雷門 2-17-10 雷門上村ビル　B1F,
https://tabelog.com/tokyo/A1311/A131102/13226274/,浅草餃子屋,3.02,中華料理,東京都 台東区 浅草 1-1-12,
https://tabelog.com/tokyo/A1311/A131102/13188283/,浅草 草津亭,3.10,懐石・会席料理、割烹・小料理、和食（その他）,東京都 台東区 浅草 3-18-10,
https://tabelog.com/tokyo/A1311/A131102/13190036/,浅草串揚げ あげまん,3.06,居酒屋、串揚げ・串かつ,東京都 台東区 浅草 2-7-21,
https://tabelog.com/tokyo/A1311/A131102/13217622/,浅草 こととい,3.09,居酒屋、和食（その他）、ラーメン,東京都 台東区 浅草 3-5-7,
https://tabelog.com/tokyo/A1311/A131102/13231645/,浅草コロッケ くろげ 浅草雷門店,3.06,コロッケ・フライ,東京都 台東区 浅草 1-20-2,
https://tabelog.com/tokyo/A1311/A131102/13191679/,浅草さくさ,3.03,パン,東京都 台東区 浅草 2-6-7 まるごとにっぽん 1F,
https://tabelog.com/tokyo/A1311/A131102/13195651/,浅草さくら,3.46,パン,東京都 台東区 浅草 1-32-14,
https://tabelog.com/tokyo/A1311/A131102/13111420/,浅草茶房,3.38,カフェ、パンケーキ、紅茶専門店,東京都 台東区 花川戸 1-13-9,
https://tabelog.com/tokyo/A1311/A131102/13221352/,浅草サムライフーズ,3.02,焼きそば、お好み焼き・たこ焼き（その他）、立ち飲み居酒屋・バー,東京都 台東区 浅草 2-11-1 1F,
https://tabelog.com/tokyo/A1311/A131102/13247326/,浅草 参食堂,3.39,ラーメン、つけ麺,東京都 台東区 浅草 2-5-9,
https://tabelog.com/tokyo/A1311/A131102/13123270/,浅草サンボア,3.74,バー,東京都 台東区 浅草 1-16-8,
https://tabelog.com/tokyo/A1311/A131102/13008612/,浅草志乃多寿司,3.54,寿司,東京都 台東区 雷門 1-1-10,
https://tabelog.com/tokyo/A1311/A131102/13229362/,浅草 しまだ,3.34,その他,東京都 台東区 浅草 2-6-7 まるごとにっぽん,
https://tabelog.com/tokyo/A1311/A131102/13255173/,浅草商店,レビュー数なし,ラーメン,東京都 台東区 浅草 1-3-3,
https://tabelog.com/tokyo/A1311/A131102/13019385/,浅草 昭和軒,3.06,焼肉、もつ鍋、居酒屋,東京都 台東区 花川戸 1-8-13,
https://tabelog.com/tokyo/A1311/A131102/13041523/,淺草シルクプリン,3.57,洋菓子（その他）,東京都 台東区 浅草 1-4-11,
https://tabelog.com/tokyo/A1311/A131102/13180330/,浅草シルクプリン 雷門店,3.10,洋菓子（その他）,東京都 台東区 浅草 1-20-2,
https://tabelog.com/tokyo/A1311/A131102/13181481/,浅草 じゃんじゃん,3.11,居酒屋、カレー（その他）,東京都 台東区 浅草 2-4-8 1F,
https://tabelog.com/tokyo/A1311/A131102/13185027/,浅草じゅうろく,3.82,そば、割烹・小料理,東京都 台東区 浅草 4-37-8 小田井ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13199483/,浅草粋煎堂,3.05,その他,東京都 台東区 浅草 3-5-4,
https://tabelog.com/tokyo/A1311/A131102/13003686/,あさくさ すし栄,3.39,寿司、魚介料理・海鮮料理、あなご,東京都 台東区 浅草 1-34-4,
https://tabelog.com/tokyo/A1311/A131102/13010528/,浅草 すし賢,3.44,魚介料理・海鮮料理、居酒屋、創作料理,東京都 台東区 浅草 2-11-4,
https://tabelog.com/tokyo/A1311/A131102/13223711/,浅草すし若 公会堂横通り店,3.06,寿司,東京都 台東区 浅草 1-31-4 松崎ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13188839/,浅草スタンド,3.15,立ち飲み居酒屋・バー,東京都 台東区 浅草 1-18-8,
https://tabelog.com/tokyo/A1311/A131102/13226497/,浅草ステーキ食堂 青木,3.00,ステーキ、インドカレー、定食・食堂,東京都 台東区 浅草 1-1-12 浅草地下商店街 B1F,
